Region Rank	Rank	Name	Rating
1372	2833	Ivan	1567.096
1373	2834	Giano	1567.068
1392	2867	AleK	1566.014
1399	2882	Riccardo	1565.669
1407	2895	Tomas	1565.517
1413	2909	Steve Naxgod	1565.264
1448	2982	Demo	1563.653
1457	3002	TimmyRuspa	1563.256
1465	3020	DigioVGC	1562.844
1480	3045	OMAR	1562.4
1513	3098	Teino	1561.373
1524	3115	NaviVGC	1561.064
1544	3163	Matteo	1560.112
1556	3185	Vinz	1559.402
1571	3219	Andrea	1558.742
1572	3220	Heisenbread	1558.74
1578	3231	Vinci97	1558.442
1593	3252	LaPitima	1557.998
1602	3271	Frank	1557.648
1617	3294	Mattoe	1556.961
1659	3367	Igneel	1555.344
1669	3381	Lollo	1555.037
1673	3394	Fox	1554.609
1682	3412	Cico	1554.188
1685	3420	Pietro	1554.108
1722	3485	A2	1552.75
1737	3512	andu	1552.006
1759	3545	Legio90	1551.184
1760	3548	Red	1551.068
1814	3651	Montblanc	1548.827
1824	3671	Mattia	1548.47
1826	3678	Matt	1548.262
1829	3682	gian	1548.206
1834	3692	♂DARIUS♂	1548.075
1849	3719	Maiozz	1547.483
1851	3725	^	1547.357
1857	3733	Lazza	1547.265
1864	3745	Mirko	1547.139
1871	3759	Kinglory	1546.874
1902	3816	Difelix	1545.951
1910	3831	SommoZumai	1545.732
1914	3835	Doles	1545.706
1934	3879	Lino	1544.95
1937	3886	Marco	1544.868
1945	3901	Alberto	1544.479
1961	3925	Daniw	1543.842
1979	3955	Calamella	1543.418
1980	3957	Animod	1543.368
2000	3987	Colle	1542.93
2002	3989	Nicolò	1542.807
2008	4003	RED	1542.522
2047	4074	Caiekeru	1541.072
2055	4087	Pier	1540.898
2082	4128	Pétalin	1540.069
2083	4132	Dede	1539.978
2115	4201	Pro4tomico	1538.796
2121	4214	Wilma	1538.533
2152	4272	Naraku	1537.604
2208	4393	Sedia 	1535.454
2224	4417	Lait	1535.019
2231	4435	Nik	1534.718
2249	4467	Donato	1534.208
2296	4561	sforz	1532.633
2329	4615	Andrea	1531.799
2335	4632	Pix3l	1531.459
2360	4677	Echoes	1530.771
2384	4726	Zeus	1530.145
2403	4760	Rocco	1529.49
2479	4922	WolborgVGC	1526.681
2503	4963	ReCapra	1526.029
2527	5005	Matteo	1525.521
2529	5007	FinnzVGC	1525.451
2543	5030	Aircross360	1525.08
2551	5044	Giusx	1524.891
2559	5062	Alex	1524.591
2590	5121	Arlim	1523.537
2612	5163	Kat	1522.966
2614	5166	Simo	1522.881
2647	5228	Leo	1521.861
2663	5263	Elite4gebe	1521.238
2677	5277	Efebos	1521.047
2678	5279	christian	1521.04
2718	5351	Johnny	1520.25
2728	5367	Edo	1519.943
2743	5398	Eughe	1519.576
2766	5437	MOMO	1519.055
2821	5536	Gab	1517.862
2824	5541	TTL-Fearless	1517.845
2891	5679	Molpolo	1516.382
2892	5683	Jamak	1516.343
2901	5697	Sakura	1516.231
2933	5755	Alajmoff	1515.755
2948	5788	Alex	1515.468
2958	5807	Silo	1515.268
3001	5878	Luca	1514.527
3051	5969	Midir	1513.598
3075	6015	Diismeth	1513.227
3090	6038	Cyalia	1513.009
3102	6055	Oobe	1512.815
3104	6061	Ryuu Davin	1512.746
3124	6100	Claudio	1512.39
3138	6122	Jack	1512.052
3190	6232	Gilberto	1510.916
3225	6298	Riccardo	1510.178
3249	6347	Lio	1509.424
3264	6371	Pedro	1509.153
3274	6391	OteriVGC	1508.788
3296	6448	Martino	1508.023
3363	6592	Er Re	1505.894
3372	6617	Roy Free	1505.453
3377	6627	Pid	1505.251
3395	6654	Thaios	1504.779
3432	6721	Livius I	1504.032
3474	6795	Edward	1503.101
3517	6860	Marvottolo	1502.37
3521	6867	Simo	1502.284
3546	6913	Mónica	1501.885
3613	7021	JuanPabla	1500.74
3628	7051	Samy	1500.447
3633	7060	Marimiao	1500.369
3641	7074	Ryum	1500.17
3644	7078	Uscorp	1500.131
3651	7086	Nik	1500.035
3661	7102	Claudia	1499.9
3690	7149	Cj	1499.269
3724	7209	Caflisch	1498.353
3725	7210	Andrea	1498.351
3741	7241	Filippo	1497.955
3749	7253	Dany	1497.858
3770	7292	Barney7	1497.406
3781	7306	Elrond	1497.253
3797	7330	Taiga	1496.907
3893	7504	Giorgio	1494.789
3897	7511	Vendermac	1494.592
3910	7535	Salvo	1494.205
3915	7544	Andryx	1494.117
3944	7596	Jack	1493.124
3963	7625	Davide	1492.756
3985	7658	David	1492.272
3986	7660	Barba	1492.266
4029	7729	Marek	1491.106
4036	7743	Francis	1490.919
4075	7813	Kyooby	1489.898
4196	8062	Scofie	1487.574
4320	8314	Luca	1485.912
4321	8316	Francesco	1485.904
4379	8412	Tofu	1485.271
4401	8455	Paolo	1485.033
4436	8529	Alessandro	1484.509
4450	8551	luqman	1484.324
4451	8555	SalvyPara	1484.275
4455	8560	Fran	1484.263
4466	8582	Giulio	1484.134
4501	8647	Knuckles	1483.734
4518	8689	Pianz	1483.42
4550	8743	Paul	1483.082
4555	8751	Gerva	1483.001
4569	8780	sVava	1482.823
4570	8784	Dondi	1482.798
4598	8831	Cirox	1482.45
4614	8863	Vyron	1482.111
4648	8924	Gianluca	1481.629
4748	9106	Falcon	1479.67
4753	9111	Stefano	1479.569
4796	9196	Zayon	1478.388
4836	9258	Fewde	1477.344
4894	9359	Rossovivo	1476.092
4905	9380	Federica	1475.685
4934	9431	Hachiko	1475.058
4945	9447	Solar	1474.875
4959	9468	Errol	1474.56
4960	9470	CuoreNero	1474.551
4973	9486	Leo&Babbo	1474.293
4980	9502	Tom	1474.191
5001	9542	Jacquelyne	1473.726
5006	9550	Morga	1473.645
5022	9575	Krunic	1473.365
5040	9601	Angel	1473.061
5046	9609	Gabbo	1473.0
5055	9629	Mark	1472.752
5058	9635	Camilla	1472.703
5075	9668	Antonio	1472.375
5084	9683	maury	1472.254
5086	9685	Goldenboy64	1472.234
5087	9686	Skapi	1472.232
5122	9753	xDreew	1471.582
5130	9762	Andrea	1471.521
5133	9768	Renzo	1471.47
5143	9782	Timo	1471.385
5232	9941	Salvo	1469.953
5263	9993	Felix	1469.542
5275	10019	luck	1469.254
5276	10023	GabryW	1469.216
5283	10038	Tosahka	1469.056
5321	10094	Teddy	1468.44
5341	10127	Gibbo	1468.033
5379	10196	Markatteo	1467.265
5400	10233	Fabione	1466.902
5406	10246	Astro	1466.753
5443	10310	Jaco	1465.987
5463	10351	Donalla	1465.306
5465	10353	Sancio	1465.27
5473	10367	Frank	1465.069
5474	10368	Andrey	1465.049
5480	10379	Doc	1464.788
5499	10409	LeoTedo	1464.484
5517	10447	Maro	1464.099
5527	10470	Kirarilly	1463.716
5586	10563	Park	1462.044
5644	10667	Astrid	1460.665
5711	10777	Gioele	1459.44
5712	10780	LuMastr	1459.421
5789	10920	Niccolo'	1458.132
5912	11143	Axily	1456.736
5952	11207	Schio	1456.494
6007	11302	Matteo	1455.986
6011	11307	Andrò	1455.954
6014	11312	Luca	1455.937
6060	11401	Rufy	1455.502
6075	11419	Bene	1455.437
6098	11470	Vary	1455.162
6145	11557	Klaus	1454.804
6192	11641	toreVGC	1454.45
6256	11759	Nana	1453.957
6276	11799	Chie	1453.819
6287	11816	Pietro	1453.715
6380	12004	Roberto	1452.902
6387	12015	Trent	1452.855
6417	12071	Zampe	1452.642
6440	12114	FRA$L.	1452.46
6451	12135	Bies	1452.359
6521	12271	Andrass	1451.644
6527	12284	Adummio	1451.583
6602	12430	James	1450.719
6682	12582	Mina	1449.356
6698	12621	darkan	1448.838
6699	12622	Giuda	1448.833
6731	12678	OnidracsVGC	1447.816
6785	12762	Tio	1446.158
6820	12823	Ale Deca	1445.325
6822	12829	Fastum	1445.28
6832	12847	Lociam	1445.042
6854	12889	Andre	1444.57
6881	12936	Nello	1443.951
6884	12940	Corinne	1443.862
6899	12963	Succetti	1443.529
6903	12971	andrea	1443.429
6981	13097	Diego	1441.905
7018	13152	Duke	1441.28
7101	13290	Marco	1439.804
7189	13444	Peppina	1438.261
7193	13454	Florian	1438.14
7196	13460	Juliana	1438.1
7275	13588	Jack	1436.618
7297	13629	Khyal	1435.876
7312	13654	Andre	1435.424
7396	13794	lillo	1432.416
7428	13837	Dean	1431.664
7438	13850	Kcyller	1431.175
7458	13875	Kumar	1430.76
7460	13878	Maighread	1430.708
7530	13994	mela	1428.175
7555	14031	Stephany	1427.349
7558	14035	richie	1427.319
7578	14067	Andrea	1426.699
7597	14105	Gag	1426.246
7615	14135	Riken	1425.731
7625	14152	memmo	1425.454
7667	14211	Niaoo	1424.497
7679	14227	Rombodituono	1424.026
7729	14296	Confa	1422.765
7745	14323	shadowantony	1421.797
7769	14367	Fede	1420.496
7785	14390	Elisa	1420.007
7808	14417	Taishiro	1419.222
7830	14450	Giuraгdo	1418.315
7844	14471	luca	1417.657
7857	14493	Dade996vgc	1417.011
7863	14500	L'Ato	1416.872
7887	14533	Maeve	1415.663
7911	14560	Wilkas	1415.1
7984	14660	Antonio	1412.281
8085	14799	TarDrake	1408.225
8101	14823	Valkyrie	1407.491
8111	14839	ALE	1406.866
8124	14856	Massimo	1405.879
8253	15047	kan3ki75	1398.226
8266	15060	webbelle	1397.649
8294	15103	Zhaid	1395.398
8429	15293	Snaporas	1385.864
8489	15366	Maryuo	1381.796
8500	15385	Luck	1380.478
8544	15445	Bere	1376.08
8553	15456	Luka	1374.593
8558	15463	tony	1373.74
8567	15474	Christian	1373.039
8604	15523	Mario	1368.735
8618	15544	Goldtingle	1366.538
8676	15618	Tonycolo	1359.61
8782	15768	Avalon	1338.989
8808	15800	Justeen J	1330.862
8829	15826	Black	1325.063
8945	15985	Rosso	1231.157
